"DataCompleta";"Data";"Hora";"Total";"Intersul";"Internorte";"Transcarioca";"SantaCruz";"BRT"
"2016-02-13 14:10:00";"13/02/2016";"14:10";"1";"0";"0";"0";"1";"0"
"2016-02-13 14:15:00";"13/02/2016";"14:15";"1";"0";"0";"0";"1";"0"
"2016-02-13 14:20:00";"13/02/2016";"14:20";"1";"0";"0";"0";"1";"0"
"2016-02-13 14:25:00";"13/02/2016";"14:25";"1";"0";"0";"0";"1";"0"
"2016-02-13 14:30:00";"13/02/2016";"14:30";"1";"0";"0";"0";"1";"0"
"2016-02-13 14:35:00";"13/02/2016";"14:35";"1";"0";"0";"0";"1";"0"
"2016-02-13 14:40:00";"13/02/2016";"14:40";"1";"0";"0";"0";"1";"0"
"2016-02-13 14:45:00";"13/02/2016";"14:45";"1";"0";"0";"0";"1";"0"
"2016-02-13 14:50:00";"13/02/2016";"14:50";"1";"0";"0";"0";"1";"0"
"2016-02-13 14:55:00";"13/02/2016";"14:55";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:00:00";"13/02/2016";"15:00";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:05:00";"13/02/2016";"15:05";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:10:00";"13/02/2016";"15:10";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:15:00";"13/02/2016";"15:15";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:20:00";"13/02/2016";"15:20";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:25:00";"13/02/2016";"15:25";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:30:00";"13/02/2016";"15:30";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:35:00";"13/02/2016";"15:35";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:40:00";"13/02/2016";"15:40";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:45:00";"13/02/2016";"15:45";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:50:00";"13/02/2016";"15:50";"1";"0";"0";"0";"1";"0"
"2016-02-13 15:55:00";"13/02/2016";"15:55";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:00:00";"13/02/2016";"16:00";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:05:00";"13/02/2016";"16:05";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:10:00";"13/02/2016";"16:10";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:15:00";"13/02/2016";"16:15";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:20:00";"13/02/2016";"16:20";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:25:00";"13/02/2016";"16:25";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:30:00";"13/02/2016";"16:30";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:35:00";"13/02/2016";"16:35";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:40:00";"13/02/2016";"16:40";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:45:00";"13/02/2016";"16:45";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:50:00";"13/02/2016";"16:50";"1";"0";"0";"0";"1";"0"
"2016-02-13 16:55:00";"13/02/2016";"16:55";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:00:00";"13/02/2016";"17:00";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:05:00";"13/02/2016";"17:05";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:10:00";"13/02/2016";"17:10";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:15:00";"13/02/2016";"17:15";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:20:00";"13/02/2016";"17:20";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:25:00";"13/02/2016";"17:25";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:30:00";"13/02/2016";"17:30";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:35:00";"13/02/2016";"17:35";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:40:00";"13/02/2016";"17:40";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:45:00";"13/02/2016";"17:45";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:50:00";"13/02/2016";"17:50";"1";"0";"0";"0";"1";"0"
"2016-02-13 17:55:00";"13/02/2016";"17:55";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:00:00";"13/02/2016";"18:00";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:05:00";"13/02/2016";"18:05";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:10:00";"13/02/2016";"18:10";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:15:00";"13/02/2016";"18:15";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:20:00";"13/02/2016";"18:20";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:25:00";"13/02/2016";"18:25";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:30:00";"13/02/2016";"18:30";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:35:00";"13/02/2016";"18:35";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:40:00";"13/02/2016";"18:40";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:45:00";"13/02/2016";"18:45";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:50:00";"13/02/2016";"18:50";"1";"0";"0";"0";"1";"0"
"2016-02-13 18:55:00";"13/02/2016";"18:55";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:00:00";"13/02/2016";"19:00";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:05:00";"13/02/2016";"19:05";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:10:00";"13/02/2016";"19:10";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:15:00";"13/02/2016";"19:15";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:20:00";"13/02/2016";"19:20";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:25:00";"13/02/2016";"19:25";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:30:00";"13/02/2016";"19:30";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:35:00";"13/02/2016";"19:35";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:40:00";"13/02/2016";"19:40";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:45:00";"13/02/2016";"19:45";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:50:00";"13/02/2016";"19:50";"1";"0";"0";"0";"1";"0"
"2016-02-13 19:55:00";"13/02/2016";"19:55";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:00:00";"13/02/2016";"20:00";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:05:00";"13/02/2016";"20:05";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:10:00";"13/02/2016";"20:10";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:15:00";"13/02/2016";"20:15";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:20:00";"13/02/2016";"20:20";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:25:00";"13/02/2016";"20:25";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:30:00";"13/02/2016";"20:30";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:35:00";"13/02/2016";"20:35";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:40:00";"13/02/2016";"20:40";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:45:00";"13/02/2016";"20:45";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:50:00";"13/02/2016";"20:50";"1";"0";"0";"0";"1";"0"
"2016-02-13 20:55:00";"13/02/2016";"20:55";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:00:00";"13/02/2016";"21:00";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:05:00";"13/02/2016";"21:05";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:10:00";"13/02/2016";"21:10";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:15:00";"13/02/2016";"21:15";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:20:00";"13/02/2016";"21:20";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:25:00";"13/02/2016";"21:25";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:30:00";"13/02/2016";"21:30";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:35:00";"13/02/2016";"21:35";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:40:00";"13/02/2016";"21:40";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:45:00";"13/02/2016";"21:45";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:50:00";"13/02/2016";"21:50";"1";"0";"0";"0";"1";"0"
"2016-02-13 21:55:00";"13/02/2016";"21:55";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:00:00";"13/02/2016";"22:00";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:05:00";"13/02/2016";"22:05";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:10:00";"13/02/2016";"22:10";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:15:00";"13/02/2016";"22:15";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:20:00";"13/02/2016";"22:20";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:25:00";"13/02/2016";"22:25";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:30:00";"13/02/2016";"22:30";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:35:00";"13/02/2016";"22:35";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:40:00";"13/02/2016";"22:40";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:45:00";"13/02/2016";"22:45";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:50:00";"13/02/2016";"22:50";"1";"0";"0";"0";"1";"0"
"2016-02-13 22:55:00";"13/02/2016";"22:55";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:00:00";"13/02/2016";"23:00";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:05:00";"13/02/2016";"23:05";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:10:00";"13/02/2016";"23:10";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:15:00";"13/02/2016";"23:15";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:20:00";"13/02/2016";"23:20";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:25:00";"13/02/2016";"23:25";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:30:00";"13/02/2016";"23:30";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:35:00";"13/02/2016";"23:35";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:40:00";"13/02/2016";"23:40";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:45:00";"13/02/2016";"23:45";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:50:00";"13/02/2016";"23:50";"1";"0";"0";"0";"1";"0"
"2016-02-13 23:55:00";"13/02/2016";"23:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:00:00";"14/02/2016";"00:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:05:00";"14/02/2016";"00:05";"3";"0";"1";"0";"2";"0"
"2016-02-14 00:10:00";"14/02/2016";"00:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:15:00";"14/02/2016";"00:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:20:00";"14/02/2016";"00:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:25:00";"14/02/2016";"00:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:30:00";"14/02/2016";"00:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:35:00";"14/02/2016";"00:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:40:00";"14/02/2016";"00:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:45:00";"14/02/2016";"00:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:50:00";"14/02/2016";"00:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 00:55:00";"14/02/2016";"00:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:00:00";"14/02/2016";"01:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:05:00";"14/02/2016";"01:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:10:00";"14/02/2016";"01:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:15:00";"14/02/2016";"01:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:20:00";"14/02/2016";"01:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:25:00";"14/02/2016";"01:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:30:00";"14/02/2016";"01:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:35:00";"14/02/2016";"01:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:40:00";"14/02/2016";"01:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:45:00";"14/02/2016";"01:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:50:00";"14/02/2016";"01:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 01:55:00";"14/02/2016";"01:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:00:00";"14/02/2016";"02:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:05:00";"14/02/2016";"02:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:10:00";"14/02/2016";"02:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:15:00";"14/02/2016";"02:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:20:00";"14/02/2016";"02:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:25:00";"14/02/2016";"02:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:30:00";"14/02/2016";"02:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:35:00";"14/02/2016";"02:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:40:00";"14/02/2016";"02:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:45:00";"14/02/2016";"02:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:50:00";"14/02/2016";"02:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 02:55:00";"14/02/2016";"02:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:00:00";"14/02/2016";"03:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:05:00";"14/02/2016";"03:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:10:00";"14/02/2016";"03:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:15:00";"14/02/2016";"03:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:20:00";"14/02/2016";"03:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:25:00";"14/02/2016";"03:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:30:00";"14/02/2016";"03:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:35:00";"14/02/2016";"03:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:40:00";"14/02/2016";"03:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:45:00";"14/02/2016";"03:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:50:00";"14/02/2016";"03:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 03:55:00";"14/02/2016";"03:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:00:00";"14/02/2016";"04:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:05:00";"14/02/2016";"04:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:10:00";"14/02/2016";"04:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:15:00";"14/02/2016";"04:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:20:00";"14/02/2016";"04:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:25:00";"14/02/2016";"04:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:30:00";"14/02/2016";"04:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:35:00";"14/02/2016";"04:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:40:00";"14/02/2016";"04:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:45:00";"14/02/2016";"04:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:50:00";"14/02/2016";"04:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 04:55:00";"14/02/2016";"04:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:00:00";"14/02/2016";"05:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:05:00";"14/02/2016";"05:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:10:00";"14/02/2016";"05:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:15:00";"14/02/2016";"05:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:20:00";"14/02/2016";"05:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:25:00";"14/02/2016";"05:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:30:00";"14/02/2016";"05:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:35:00";"14/02/2016";"05:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:40:00";"14/02/2016";"05:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:45:00";"14/02/2016";"05:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:50:00";"14/02/2016";"05:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 05:55:00";"14/02/2016";"05:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:00:00";"14/02/2016";"06:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:05:00";"14/02/2016";"06:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:10:00";"14/02/2016";"06:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:15:00";"14/02/2016";"06:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:20:00";"14/02/2016";"06:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:25:00";"14/02/2016";"06:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:30:00";"14/02/2016";"06:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:35:00";"14/02/2016";"06:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:40:00";"14/02/2016";"06:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:45:00";"14/02/2016";"06:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:50:00";"14/02/2016";"06:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 06:55:00";"14/02/2016";"06:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:00:00";"14/02/2016";"07:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:05:00";"14/02/2016";"07:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:10:00";"14/02/2016";"07:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:15:00";"14/02/2016";"07:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:20:00";"14/02/2016";"07:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:25:00";"14/02/2016";"07:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:30:00";"14/02/2016";"07:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:35:00";"14/02/2016";"07:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:40:00";"14/02/2016";"07:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:45:00";"14/02/2016";"07:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:50:00";"14/02/2016";"07:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 07:55:00";"14/02/2016";"07:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:00:00";"14/02/2016";"08:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:05:00";"14/02/2016";"08:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:10:00";"14/02/2016";"08:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:15:00";"14/02/2016";"08:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:20:00";"14/02/2016";"08:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:25:00";"14/02/2016";"08:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:30:00";"14/02/2016";"08:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:35:00";"14/02/2016";"08:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:40:00";"14/02/2016";"08:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:45:00";"14/02/2016";"08:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:50:00";"14/02/2016";"08:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 08:55:00";"14/02/2016";"08:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:00:00";"14/02/2016";"09:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:05:00";"14/02/2016";"09:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:10:00";"14/02/2016";"09:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:15:00";"14/02/2016";"09:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:20:00";"14/02/2016";"09:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:25:00";"14/02/2016";"09:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:30:00";"14/02/2016";"09:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:35:00";"14/02/2016";"09:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:40:00";"14/02/2016";"09:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:45:00";"14/02/2016";"09:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:50:00";"14/02/2016";"09:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 09:55:00";"14/02/2016";"09:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:00:00";"14/02/2016";"10:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:05:00";"14/02/2016";"10:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:10:00";"14/02/2016";"10:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:15:00";"14/02/2016";"10:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:20:00";"14/02/2016";"10:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:25:00";"14/02/2016";"10:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:30:00";"14/02/2016";"10:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:35:00";"14/02/2016";"10:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:40:00";"14/02/2016";"10:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:45:00";"14/02/2016";"10:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:50:00";"14/02/2016";"10:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 10:55:00";"14/02/2016";"10:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:00:00";"14/02/2016";"11:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:05:00";"14/02/2016";"11:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:10:00";"14/02/2016";"11:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:15:00";"14/02/2016";"11:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:20:00";"14/02/2016";"11:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:25:00";"14/02/2016";"11:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:30:00";"14/02/2016";"11:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:35:00";"14/02/2016";"11:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:40:00";"14/02/2016";"11:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:45:00";"14/02/2016";"11:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:50:00";"14/02/2016";"11:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 11:55:00";"14/02/2016";"11:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:00:00";"14/02/2016";"12:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:05:00";"14/02/2016";"12:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:10:00";"14/02/2016";"12:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:15:00";"14/02/2016";"12:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:20:00";"14/02/2016";"12:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:25:00";"14/02/2016";"12:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:30:00";"14/02/2016";"12:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:35:00";"14/02/2016";"12:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:40:00";"14/02/2016";"12:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:45:00";"14/02/2016";"12:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:50:00";"14/02/2016";"12:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 12:55:00";"14/02/2016";"12:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:00:00";"14/02/2016";"13:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:05:00";"14/02/2016";"13:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:10:00";"14/02/2016";"13:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:15:00";"14/02/2016";"13:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:20:00";"14/02/2016";"13:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:25:00";"14/02/2016";"13:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:30:00";"14/02/2016";"13:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:35:00";"14/02/2016";"13:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:40:00";"14/02/2016";"13:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:45:00";"14/02/2016";"13:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:50:00";"14/02/2016";"13:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 13:55:00";"14/02/2016";"13:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:00:00";"14/02/2016";"14:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:05:00";"14/02/2016";"14:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:10:00";"14/02/2016";"14:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:15:00";"14/02/2016";"14:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:20:00";"14/02/2016";"14:20";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:25:00";"14/02/2016";"14:25";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:30:00";"14/02/2016";"14:30";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:35:00";"14/02/2016";"14:35";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:40:00";"14/02/2016";"14:40";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:45:00";"14/02/2016";"14:45";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:50:00";"14/02/2016";"14:50";"1";"0";"0";"0";"1";"0"
"2016-02-14 14:55:00";"14/02/2016";"14:55";"1";"0";"0";"0";"1";"0"
"2016-02-14 15:00:00";"14/02/2016";"15:00";"1";"0";"0";"0";"1";"0"
"2016-02-14 15:05:00";"14/02/2016";"15:05";"1";"0";"0";"0";"1";"0"
"2016-02-14 15:10:00";"14/02/2016";"15:10";"1";"0";"0";"0";"1";"0"
"2016-02-14 15:15:00";"14/02/2016";"15:15";"1";"0";"0";"0";"1";"0"
"2016-02-14 15:20:00";"14/02/2016";"15:20";"1";"0";"0";"0";"1";"0"
